Title;Description;StartLocationName
PR5 ANS - Rota das Vilas;"O trajeto da Rota das Vilas tem inicio da praça Costa Rego, no coração da vila de Avelar, junto à belíssima igreja de Nossa Senhora da Guia e também ao hospital de Avelar. Avelar e Chão de Couce integraram em tempos o conjunto das Cinco Vilas, em conjunto com Pousaflores, Aguda e Maçãs de D. Maria.

Descendo pelas ruas de Avelar, a rota dirige-se para uma zona agrícola, onde se caminha paralelamente ao IC8. Passando por baixo do IC8 e do IC3, segue para Lameiras, Mata de S. Jorge, Relvas e Pedra do Ouro, atravessando o vale até ao Cabecinho. Daí a Rota segue junto a uma mata de castanheiros, passando pela Quinta de Cima, local de importância histórica por ter sido Paço Real. É também uma zona de importância agrícola, sobretudo pela presença de vinha e cereais.

A rota entra nesta fase em Chão de Couce, levando o caminheiro até ao largo central e à igreja de Nossa Senhora da Consolação. Neste local é obrigatório observar o altar-mor, última obra completa de José Malhoa, um dos principais pintores Portugueses e presença assídua nesta região. A rota segue pela Zona de Lazer de Chão de Couce, onde os visitantes poderão fazer uma pausa para descansar ou preparar um lanche.

O percurso passa depois junto a Vila Pouca e contorna o casario da Serrada da Mata, seguindo pela floresta e retomando o alcatrão apenas junto ao Pontão. Dali passa junto a um lago artificial e segue por uma zona agrícola e florestal até à Rascoia onde, por caminhos florestais, segue para o centro de Avelar e para o final do percurso. ";PR 5 ANS
Passadiços da Barrinha de Esmoriz;" Situada entre os concelhos de Espinho e Ovar, a Barrinha de Esmoriz/ Lagoa de Paramos é uma rara lagoa costeira, única no seu género ao longo da costa norte de Portugal.

Circundada por vegetação palustre e arbórea e habitat de inúmeras aves que constituem o grupo faunístico mais representativo da Barrinha em termos de diversidade e de importância conservacionista com 129 espécies de ocorrência regular e 33 de ocorrência ocasional ou rara. 

A requalificação da Barrinha de Esmoriz deu origem a um belo passadiço, com cerca de 6 km, que o leva a descobrir os encantos desta zona.

Os passadiços tornam a caminhada confortável e acessível para todos, permitindo que os visitantes desfrutem da tranquilidade da natureza e absorver a serenidade das águas calmas da Barrinha. 

À medida que o caminhante se aproxima do oceano, será presenteado com vistas deslumbrantes das praias de Esmoriz e do Atlântico, criando um cenário verdadeiramente espetacular. 

Esta rota é perfeita para todos os tipos de exploradores, desde famílias a amantes da natureza e até mesmo caminheiros mais experientes.  
";Barrinha de Esmoriz
Passadiços da Coutada ;"Este percurso localizado em Ílhavo percorre a zona da Ria de Aveiro proporcionando aos caminhantes vistas únicas da Fauna e Flora locais. 

Os passadiços de madeira, de cerca de um quilómetro de extensão, proporcionam um caminho confortável para passear pela zona, seja a pé ou de bicicleta.

Adjacente ao trajeto dos passadiços encontra-se ainda um miradouro que confere vistas únicas sobre a Ria e ideal para quem aprecie a observação ornitológica.   ";NULL
Passadiços da Foz do Arelho ;"Com uma extensão de, aproximadamente, 800m, os Passadiços da Foz do Arelho localizados nas falésias a norte da Lagoa de Óbidos e praia da Foz do Arelho, é percurso pedestre imperdível.

O percurso é constituído por um conjunto de arribas e sistemas dunares de elevada sensibilidade ecológica que se caracterizam pela sua biodiversidade, pela singularidade das suas comunidades florísticas e por zonas panorâmicas de grande interesse e valor paisagístico.

Durante o percurso os visitantes poderão desfrutar de uma vista única num dos sete miradouros, com bancos giratórios que permitem apreciar uma vista de 360 graus, nos dias mais límpidos é até possível observar o arquipélago das Berlengas do local.  

O aconselhável é percorrer o caminho ao final da tarde para desfrutar do pôr do Sol que acrescenta um encanto especial à vista oceânica.";Foz do Arelho 
Passadiços da Mata dos Medos;"Hoje, celebramos o Dia Nacional da Conservação da Natureza dando a conhecer os belíssimos Passadiços da Mata dos Medos, na Costa da Caparica. 

O percurso do Centro de Interpretação da Mata dos Medos  soma uma distância aproximada de 2.5 km e o percurso apresenta um baixo nível de exigência. Proporcionam uma caminhada tranquila entre a vegetação da Reserva Botânica da Mata dos Medos, uma área protegida com mais de 300 hectares, mandada semear no século XVIII pelo rei D. João V. 

Com vários miradouros e vistas de cortar a respiração para o oceano e Arriba Fóssil, os passadiços são o local perfeito para um agradável passeio em contacto com a natureza. Pelo caminho o visitante poderá encontrar espécies autóctones como pinheiros-mansos, medronheiros, espinheiros-pretos e zimbros-galegos. ";NULL
Passadiços de Alburrica ;"A história do Barreiro foi desde sempre intimamente ligada às atividades marítimas, aproveitando os recursos naturais para atividades como a pesca, secagem de bacalhau e salinicultura.

Os 11 moinhos de maré que é possível encontrar na orla costeira do Barreiro, são vestígios desta relação íntima com o mar. Desde a idade média, a orla ribeirinha é ocupada por engenhos de moagem.

Este percurso, permite conhecer a paisagem deslumbrante da orla costeira e os impressionantes moinhos de Alburrica, verdadeiros símbolos da cidade.
";Barreiro
Passadiços da Ponta da Piedade;"O Trilho e Passadiços da Ponta da Piedade situam-se como o próprio nome indica na Ponta da Piedade, um conjunto de falésias esculpidas pelos elementos, localizada a apenas 3 km de Lagos, no Algarve. 

O percurso inicia-se junto do Farol da Ponta da Piedade seguindo num trajeto de 2, 5 km (ida e volta) até as escadarias que conduzem até à idílica Praia de Porto de Mós. 

Durante o percurso os visitantes poderão contar com miradouros entre a Praia do Pinhão e a Praia do Canavial, passando pela praia D. Ana e pelo Farol da Ponta da Piedade. 

Ao longo do percurso pode-se admirar a paisagem num inebriante espetáculo de luz e cores, onde abundam grutas, túneis e rochedos de formas sugestivas, tudo magnificamente emoldurado pelo imponente oceano Atlântico que brilha nos seus tons azul-turquesa e verde-esmeralda.

O aconselhável é percorrer este trajeto ao entardecer para que o visitante possa desfrutar de um por do sol único como cenário!
";NULL
Passadiços da Senhora da Piedade - Serra da Lousã ;"Este passadiço mágico liga a Vila da Lousã, mais precisamente o Cabo do Soito, ao Complexo Turístico da Senhora da Piedade, um vale mágico no qual se encontra o formoso Castelo da Lousã (classificado como Monumento Nacional), o Santuário de Nossa Senhora da Piedade, a praia fluvial e a cascata. 

Com tantos pontos de interesse como motivação de visita, difícil será resistir à exploração deste local. 
Os passadiços, em madeira, segue de braço dado com a estrada que o acompanha, guiando os seus utilizadores não só durante o dia, mas também após o pôr-do-sol, através da sua iluminação, que possibilita caminhadas noturnas em segurança.

Com uma extensão de 1200 metros, entre o lugar do Cabo do Soito e o complexo turístico da Senhora da Piedade, estes passadiços facultam ainda um acesso mais fácil às piscinas naturais da praia fluvial do Burgo dando a oportunidade aos caminheiros para finalizar a sua caminhada com um mergulho."; Cabo do Soito
Passadiços da Serra da Ossa ;"O Percurso Pedonal da Serra d’Ossa apresenta um trajeto misto com passadiços em madeira e caminhos de terra batida, que serpenteiam a fauna e a flora e por entre hortas centenárias e penhascos fortemente ligados ao passado eremítico da serra, ainda hoje integrados nas terras do Convento de São Paulo.

O percurso, circular, apresenta cerca de 3 quilómetros no total, com um grau de dificuldade média.

O trajeto faz a ligação entre a Aldeia da Serra e a bonita Igreja de Nossa Senhora do Monte Virgem, um edifício religioso popular quinhentista, fundado no século XV.";Aldeia da Serra
Passadiços de Alvor;"Os Passadiços do Alvor têm cerca de 6 km de extensão, que se iniciam na Praia dos Três Irmãos e terminam na Ria de Alvor. 
Impulsionando a descoberta da beleza natural das dunas e da Ria de Alvor e das praias de areias douradas e águas nítidas do concelho de Portimão. 

Com uma localização invejável, o Alvor oferece aos seus caminhantes a harmonia entre a frescura do Atlântico e da beleza e riqueza natural da ria.

Inseridos num ecossistema único e privilegiado os passadiços percorrem dunas, sapais que atraem uma diversidade única de aves, além dos pássaros no percurso os visitantes podem também encontrar lagartos como o sardão ou a lagartixa-de-dedos-denteados e até cobras como a cobra-de-escada entre outras espécies. ";Praia dos Três Irmãos | Ria de Alvor 
Passadiços de Aveiro ;"O percurso dos Passadiços de Aveiro estende-se ao longo de aproximadamente 11 km e oferece aos caminheiros uma abordagem única sobre a ria de Aveiro. 

O percurso pretende ser acessível para todos os públicos e poderá ter início no Cais de São Roque, em plena cidade de Aveiro, no Cais da Ribeira de Esgueira, fora do contexto urbano, ou no final do percurso em si, o Rio Novo do Príncipe, situado em Vilarinho, na freguesia de Cacia. 

Há, inclusivamente, um minipercurso do cais de São Roque ao cais da Ribeira de Esgueira, com cerca de 2 km, ideal para pessoas com menor resistência ou para famílias com crianças.

Estes passadiços inserem-se em áreas de uma grande sensibilidade ambiental e ecológica, da Reserva Ecológica Nacional (REN), convidando à descoberta deste ecossistema deslumbrante, tão rico em avifauna e flora. 

Os amantes do birdwatching terão à sua espera uma variedade de espécies incontável: andorinhas-do-mar-anãs, perna-longas, pilritos-comuns, águias-pesqueiras, milhafres negros, garças e flamingos e durante o inverno, a ria de Aveiro acolhe mais de 20 mil aves migradoras. 

Ao longo do trajeto, há inúmeros bancos de madeira, gravados com dizeres aveirenses, onde os visitantes poderão descansar e absorver parte da cultura local. ";Cais de São Roque 
Trilho e Passadiços de Cevide;"A aldeia de Cevide situa-se no concelho de Melgaço e conta com menos de meia dúzia de habitantes. 

Neste que é o ponto mais a Norte do país, encontram-se paisagens deslumbrantes, que se conjugam e alternam consoante as estações do ano e uma aldeia envolta em misticismo que vale a pena conhecer.

Ao longo das margens do Rio Troncoso desenvolvem-se os passadiços de Cevide. Uma mistura de trilho de terra batida e passadiços de madeira que levam os visitantes à descoberta da fronteira mais a norte entre Portugal e Espanha. 

Os caminheiros terão ainda oportunidade de observar o marco onde “Portugal tem início, uma pedra com um grande cariz histórico.

Esta é uma região, conforme mencionado, pouco povoada e, por isso, com muita qualidade ecológica, boa conservação das ribeiras e das suas margens.

Além da natureza, este percurso conduz-nos pela história desta região pelos meandros do mato numa rota outrora utilizada para o contrabando na época anterior ao 25 de Abril. ";Cevide 
Rota do Turismo Industrial – Matosinhos;"Matosinhos tem uma rica história industrial que remonta ao final do século XIX. A construção do Porto de Leixões, entre 1892 e 1884, foi um marco significativo, tornando-se o maior porto artificial de Portugal. Este desenvolvimento impulsionou a criação de um quarteirão industrial em Matosinhos Sul, que hoje é considerado um dos melhores locais para viver e trabalhar.

O primeiro Plano de Urbanização da cidade, elaborado por Licínio Guimarães em 1896, previa a ocupação dessa área por unidades fabris. A primeira fábrica a se instalar foi a de conservas de peixe Lopes Coelho e Dias, em 1899. Além das indústrias conserveiras, muitas outras se estabeleceram na região, contribuindo para o crescimento industrial de Matosinhos.

Hoje, algumas dessas unidades fabris ainda existem e oferecem visitas ao público, promovendo o Turismo Industrial. Este tipo de turismo valoriza o património histórico-cultural e as atividades identitárias do território, proporcionando uma experiência autêntica aos visitantes. A rota proposta propõe a visita às fábricas: Ramirez, Portugal Norte, Pinhais, APDL e SuperBock.
É ainda possível visitar Titan, do molhe sul do Porto de Leixões, por parte da APDL.

Para além das fábricas em funcionamento, Matosinhos preserva vestígios de arqueologia industrial, como os tanques romanos de salga em Angeiras e diversos edifícios e equipamentos industriais.
";Lavra
